"user_id","name","city","gender","total_orders","total_spent"
U003673,Nichole Roberts,Houstonport,Male,2,4990.72
U009308,James Quinn,Lake Samantha,Female,2,4976.32
U004898,Danny Boone,North Katherine,Other,6,4974.54
U001842,Robert Hamilton,West Jenna,Other,4,4972.56
U000494,Ashley Simmons,East Denise,Female,2,4920.86
U003365,Lisa Page,Coryburgh,Male,2,4912.44
U005376,Lauren Smith,New Wesley,Other,2,4897.38
U009432,Mark Sanchez,Wilkinsfurt,Male,4,4860.16
U009347,James Liu,North Tiffanyview,Male,4,4855.8
U006103,Cindy Kelly,West Brianbury,Female,2,4854.2
U006076,John Hale,Scottmouth,Female,2,4849.82
U002788,James Jones,Bobland,Female,6,4830.64
U006357,John Garza,Hamiltonburgh,Female,2,4789.76
U009371,Kimberly Robertson,West Anamouth,Female,2,4789.74
U003229,Brian Gibson,Pierceton,Other,2,4779.76
U004882,Janice Gonzalez,Powellton,Other,2,4779.16
U005014,Laura Juarez,Meganville,Other,2,4745.7
U000862,Kristin Gray,Jonesland,Female,2,4737.1
U002304,Stephen Williams,Davidmouth,Other,2,4726.74
U005763,Ricardo Tate,Sierraberg,Female,2,4717.54
U003247,Ryan Valencia,South Mary,Male,6,4688.48
U000210,Paul Scott,North Joseph,Male,2,4688.46
U006750,Susan Ashley,Robinbury,Female,2,4675.2
U006446,Kathleen Scott,Brendaview,Other,2,4673.7
U005868,Angela Wood,North Lancehaven,Female,2,4658.38
U004546,Meredith Fry,Port Cassandratown,Female,4,4656.52
U001762,Maria Jones,Whiteville,Male,4,4640.76
U004154,Derek Thomas,Brookstown,Female,2,4629.86
U001871,Patricia Roach,Port Crystalbury,Female,4,4614.08
U000082,Carol Francis,Sarahhaven,Female,2,4605.88
U004001,Jacqueline Hill,Williamsmouth,Male,2,4605.56
U007791,Luke Snyder,Elliottborough,Female,2,4603.26
U009233,Judith Hansen,Michaelland,Other,2,4589.02
U003697,Derek Hancock,Johnland,Male,2,4585.34
U001637,Jennifer Miller,East David,Male,2,4578.22
U006296,Kristy Murray,Arnoldberg,Other,4,4576.9
U003030,Michele Drake,East Samuelburgh,Female,6,4574.58
U005841,Jeffery Reyes,Port Allisonstad,Female,4,4574.34
U008033,Deanna Brown,New Christinaport,Other,2,4551.52
U003449,Mason Owens,Danielfort,Other,2,4516.68
U005752,Eric Jones,West Steven,Male,4,4504.0
U009739,Tim Miller,Lake Mary,Male,2,4494.36
U008123,Carolyn Love,Michaelhaven,Female,2,4489.84
U000521,Amanda Rogers,Annettemouth,Other,2,4470.44
U008892,Andrea Collins,Jeffreyberg,Female,2,4464.34
U002360,Angela Williams,Port Charlesport,Other,4,4450.58
U007159,Douglas Hunt,New Kevinstad,Female,2,4445.32
U001474,Jason Estrada,Beltranchester,Other,2,4430.64
U007153,Autumn Welch,Lake Christine,Female,2,4419.94
U001011,Tammy Taylor,Hansonborough,Female,2,4418.04
U006450,Eric Jensen,Jonesfort,Female,2,4416.72
U006128,Robert Robinson,South Johnhaven,Other,2,4394.9
U005723,Candice Rivera,Kennedyside,Other,4,4392.58
U003127,Matthew Shepherd,Tinachester,Male,2,4384.26
U000207,Adriana Gutierrez,Peterston,Female,2,4356.22
U000357,Joseph Cruz,East Heatherton,Other,2,4342.62
U008159,Donna Murray,Snyderborough,Female,4,4339.68
U001094,Lisa Daugherty,North Donald,Other,4,4337.54
U005760,Peter Lee,West Josestad,Other,4,4307.24
U008113,Emily Barajas,Petersonview,Female,4,4303.44
U006374,Gary Martinez,Lake Angelafort,Female,4,4299.24
U004201,Edward Gonzalez,Smithburgh,Female,2,4286.5
U003192,Lisa Fry,North Matthewstad,Female,2,4282.38
U001838,James Chapman,South Scott,Male,4,4276.64
U005536,Debbie Ramirez,Gillmouth,Female,2,4264.6
U001708,Christopher Daniel,East Marie,Male,2,4242.1
U002602,Michelle Lopez,Robinville,Female,2,4241.52
U003092,Luke Knox,New Lindsay,Other,4,4224.66
U003409,Johnathan Kaufman,Melissaberg,Male,4,4223.38
U001932,Amanda Walker,East Margaret,Male,2,4222.86
U005845,Tyler Colon,Jerryshire,Other,4,4182.74
U002708,Chad Floyd,East Angelachester,Other,4,4178.04
U002440,Patrick Waller,Port Eric,Female,2,4155.76
U009400,Greg Wilson,Lake Jamieport,Other,2,4137.0
U007185,James Gordon,East Cameron,Male,4,4134.88
U007439,Tracy Stewart,South Amy,Other,2,4133.16
U002301,Brandy Mitchell,New Jameshaven,Male,2,4132.52
U003943,Megan Logan,Adamton,Other,2,4127.72
U008420,Luke Banks,Mistyland,Female,2,4118.82
U002769,Michael Campbell,New Jeffreyfurt,Male,4,4108.04
U003584,Jennifer Jensen,Matthewborough,Female,2,4096.28
U009238,Louis Chapman,Jaredview,Male,2,4084.64
U000793,Hayden Williamson,South Hollyton,Female,4,4081.52
U003782,Brandon Fernandez,Amytown,Female,4,4075.62
U001992,Richard Mclaughlin,Port James,Other,2,4072.66
U000986,Anthony Stanley,West Ryanberg,Male,2,4070.84
U005180,Bryan Trujillo,Lisabury,Female,2,4049.34
U001987,Kevin Grant,Breannastad,Male,2,4043.3
U006088,Tanya Rogers,Breannaland,Other,2,4026.38
U001926,Jennifer Kennedy,Bartonside,Other,2,4023.78
U007832,Thomas Henry,Jonesstad,Female,2,4004.7
U003887,Richard Morris,East Jonathanville,Male,4,3996.82
U006395,Lawrence Patterson,North Taraberg,Female,2,3979.32
U008919,Nicole Rodriguez,South Carolynland,Male,2,3976.8
U004314,Erin Carter,Mooremouth,Male,4,3976.2
U004877,Jerry Wood,South Lorifurt,Other,2,3972.54
U009290,Jennifer Joyce,Aguirreland,Other,2,3972.38
U006785,Carl Caldwell,East Amy,Female,6,3968.26
U007633,Christopher Hayes,Medinaborough,Other,4,3966.76
U009497,Elizabeth Williams,Ianland,Female,6,3966.64
U007259,Stephen Boone,Port Brandonmouth,Other,2,3964.34
U007880,Haley Palmer,Nicolebury,Female,2,3959.2
U006417,Donald Anderson,Charlesville,Other,2,3952.04
U001029,John Warner,New Barbarahaven,Male,2,3936.76
U003808,David Ellis,Lauriemouth,Other,2,3928.56
U007613,Norman Chambers,Adamsland,Other,4,3926.36
U002053,Tommy Parker,Loriport,Female,2,3922.52
U003188,Bryan Mitchell,Ashleychester,Other,2,3912.36
U003314,Kenneth Crane,New Ericland,Female,4,3896.08
U006183,Jose Garcia,Mcdanielmouth,Female,2,3894.98
U000773,Norma Clark,East Williamhaven,Male,2,3888.62
U008854,Jon Mitchell,South Zacharyhaven,Other,2,3885.8
U005473,Catherine Miller,Markborough,Other,2,3885.74
U000801,Alexis Hoover,Lake Gary,Female,4,3882.9
U002686,Jerome Anderson,North Andreastad,Other,2,3874.8
U008512,Catherine Gonzalez,Port Markburgh,Male,2,3866.94
U008646,Lisa Rivera,Huntville,Other,4,3861.16
U004047,Kayla Nguyen,Johnside,Other,4,3853.54
U001293,Jeff Arnold,South Andrew,Other,4,3836.08
U003253,Micheal Allen,West Brady,Other,2,3832.62
U007767,Erin Morse,Davidmouth,Other,2,3831.82
U006523,Dean Harris,West Benjamin,Other,4,3826.36
U007566,Gregory Davis,Lake Richardmouth,Other,2,3823.24
U001377,Stacy Howard,North Fernandoshire,Female,2,3815.18
U001008,Donald Meadows,Brianfurt,Female,2,3812.12
U004954,Heidi Adams,West Wesleymouth,Other,2,3809.52
U003331,Erica Bryant,Port Saraton,Male,2,3808.62
U000654,Debbie Scott,East Lauraport,Male,2,3793.3
U004922,Jennifer Robinson,West Nicolemouth,Female,2,3792.44
U009862,Amanda Snyder,Scottbury,Female,2,3791.04
U002158,Gregory Stafford,New Robin,Other,2,3779.74
U004678,Shannon Archer,Christopherchester,Female,2,3756.64
U004407,Patrick Ponce,North Kristine,Male,4,3755.72
U009981,Courtney Juarez,Gabriellastad,Female,2,3753.12
U007268,Donna Morse,West Bridget,Female,2,3749.38
U001151,Theresa Flores,New Keithmouth,Female,2,3747.24
U002731,Megan Pham,Port Stevenmouth,Other,4,3734.78
U000784,Donna Gomez,Marktown,Male,6,3727.42
U008686,Sarah Johnson,Dawnburgh,Other,2,3725.42
U003364,Rachel Martin,Hughesmouth,Other,2,3718.1
U009190,Ronald Dawson,Port Anthonyborough,Female,2,3711.16
U008983,Karen Oliver,Pricehaven,Other,2,3710.12
U006668,Michael Holt,North Franciscotown,Male,2,3698.28
U005389,Ricky Brooks,Garciaport,Other,2,3698.08
U001703,William Palmer,Jonathanstad,Male,2,3694.3
U008652,Vincent Butler,Zhangside,Male,4,3688.72
U008319,Julia Hubbard,Hansontown,Other,2,3684.0
U008272,Samuel Trevino,East Juan,Male,2,3682.44
U001280,Marissa Lopez,South Carla,Other,2,3679.68
U002660,Sean Moran,West David,Other,4,3679.44
U008720,Elizabeth Garcia,Lake Amytown,Female,2,3673.38
U003737,Pamela Henderson,Brewerberg,Other,2,3672.88
U009304,Michele Freeman,Dixonchester,Male,2,3665.52
U002972,Katie Hanson,East Tristanport,Other,4,3663.44
U009291,Amber Coleman,Youngstad,Male,2,3658.22
U001144,Sean Evans,Wrightland,Male,2,3655.76
U008035,Angela Nelson,Kathyland,Female,6,3651.06
U009857,George Guzman,Paynefort,Female,4,3648.2
U004337,Brian Shah,Gilmoreland,Female,4,3642.78
U006150,Teresa Cain,Sarahaven,Other,4,3639.1
U000704,Lauren Richard,Andersonborough,Male,2,3631.52
U009114,Melissa Pearson,North Laura,Male,2,3625.7
U004041,Eduardo Gallegos,East Deannaside,Male,2,3623.68
U009268,Leslie Cline,Lake Lee,Female,2,3609.92
U009430,Jennifer Moreno,Martinezton,Other,2,3601.26
U003319,Daniel Martinez,North Jennifer,Female,6,3592.72
U009070,Aaron Orozco,East Joshuabury,Other,2,3571.44
U007148,Hayden Mercer,Williamton,Male,4,3570.04
U005505,Douglas Martin,Lindsaymouth,Other,6,3561.4
U008565,Andrew Garcia,Lake Kevinport,Female,2,3545.22
U000685,Jessica Navarro,Marcuston,Female,2,3543.8
U009356,Jamie Price,North Kimberly,Female,2,3540.06
U009189,Carlos Barrett,Brandonbury,Male,4,3539.6
U009644,Daryl Bowman,Bakerberg,Other,2,3535.32
U008469,Nicole White,West Jesse,Other,2,3532.24
U005858,Steve Camacho,Taylorborough,Female,2,3520.86
U002757,Austin Tucker,Rebeccastad,Male,4,3461.38
U003413,Joshua Brown,New Benjamin,Female,2,3456.76
U006410,Robin Reyes,Lake Erika,Female,4,3454.44
U005703,Thomas Brown,East Donnaview,Other,4,3439.52
U008773,Tanya Mccoy,Tanyaborough,Other,2,3436.02
U006196,Rachael Moore,West Michelle,Male,2,3434.0
U007987,Travis Rodriguez,Paultown,Male,2,3429.78
U007653,Maria Noble,Port Anthony,Female,2,3425.9
U006570,Angelica Rogers,West Toni,Other,2,3414.82
U008088,Kenneth Garza,Piercefort,Other,4,3413.14
U004053,Rodney Meza,West Jessicaburgh,Male,4,3405.32
U008005,Courtney Fernandez,Robertport,Male,4,3400.44
U003239,Morgan Jackson,Davisside,Male,4,3395.76
U000840,Brittany Lee,New Elizabeth,Other,2,3390.0
U006403,Savannah Lopez,Sancheztown,Male,2,3387.14
U000218,Jesse Mann,Hopkinstown,Other,4,3384.14
U004292,Jacob Floyd,West Danamouth,Male,2,3379.52
U006096,Bryan Black,East Andrewhaven,Other,4,3367.5
U008733,Dawn Rasmussen,Karaberg,Female,4,3367.3
U000930,Michael Chase,Allenland,Female,2,3361.9
U001032,Katherine Gaines,West Tinachester,Male,4,3361.74
U005099,Joshua Mendoza,Port Brianburgh,Female,2,3360.04
U001795,Peter Norris,Jennifermouth,Other,2,3354.18
U001479,Misty Nguyen,Scottborough,Other,2,3352.66
U004910,Michael Mason,Millerport,Female,4,3343.1
U007207,Richard Gonzales,Jenniferville,Female,4,3336.06
U003339,Ashley Green,North Sarahborough,Other,2,3326.9
U004034,Leroy White,Meganton,Other,4,3321.72
U005744,Kimberly Davis,East Donald,Other,2,3316.02
U005373,Kenneth Johnson,New Jessicamouth,Female,4,3315.02
U001668,Alexander Hoffman,Port Crystal,Female,4,3311.16
U001492,Vickie Day,New David,Male,6,3296.34
U008438,Theresa Davis,Lake Joseph,Other,2,3296.28
U002089,Ashley Moore,East Janet,Other,2,3280.38
U005080,Kimberly Mullins,New Nicole,Female,4,3276.78
U004117,Laura Schmitt,Port Christopherburgh,Male,2,3258.96
U000345,Patricia Sherman,East Heather,Other,2,3257.58
U001559,Brian Hahn,New Derrick,Female,2,3257.2
U003161,Anthony Powell,South Christopherside,Male,4,3253.36
U000441,William Hampton,Stevenberg,Other,6,3253.34
U004732,Janet Fuentes,South Douglasmouth,Female,4,3249.9
U002389,Scott Hughes,East Edward,Female,2,3247.72
U001882,Jennifer Beck,Cindytown,Other,2,3243.08
U007194,Lisa Kent,Moniquefurt,Male,4,3231.6
U001594,Stephanie Davis,New Josephberg,Other,2,3226.58
U003451,Seth Edwards,Danaland,Other,2,3225.04
U003183,Jeanette Phillips,New Ashleyview,Male,2,3222.94
U002810,Paul Powell,Hollandmouth,Male,2,3218.62
U001741,Kim Beck,Staffordborough,Other,2,3215.38
U008936,Ronnie Lewis,Campbellmouth,Male,2,3210.5
U003916,Tracy Stevens,South Susanland,Other,4,3202.78
U009289,Ryan Hudson,Richardston,Female,2,3199.96
U004039,Patrick Armstrong,North Ashley,Male,2,3198.5
U005324,Renee Williams,Jacquelineview,Male,2,3194.4
U008721,Virginia Warren,Troyville,Other,4,3193.24
U000912,Susan Ramirez,Luischester,Female,4,3192.92
U000524,Tyler Young,Gregorystad,Other,6,3192.2
U006508,Kevin Mcbride,East Paul,Other,2,3176.16
U001193,Valerie Willis,Samuelport,Female,4,3166.4
U003747,Alicia Mcguire,Port Jeffreyshire,Other,2,3162.22
U006365,Brad Williams,Littlefurt,Female,2,3160.66
U009781,Susan Jackson,Patriciabury,Female,6,3156.3
U005600,Dylan Reynolds,Lake Ginabury,Other,2,3155.14
U004151,Alexander Fletcher,New Patricia,Male,6,3154.12
U003013,Morgan Osborne,West Jennifer,Other,2,3154.08
U008085,George Kim,Williamberg,Male,2,3141.4
U008340,Brian Jimenez,Tonyaborough,Other,4,3139.1
U004661,Stephen Mclaughlin,New Nicholaschester,Female,4,3137.0
U003481,Rebecca Lewis,South Seanville,Other,4,3136.24
U003756,Melissa Dodson,Lake Martin,Other,2,3131.64
U008080,Alan Scott,West Justin,Other,2,3126.16
U006754,Elizabeth Woods,North Mariastad,Male,4,3124.2
U002961,Michael Reynolds,Petersonmouth,Other,2,3123.46
U000393,Phillip Kelley,Jasonhaven,Male,2,3121.34
U001523,Susan Moreno,New Heidi,Other,2,3118.26
U002279,Tyrone Chavez,Hallhaven,Female,4,3114.44
U009702,Austin Mitchell,Michellebury,Other,2,3106.52
U006402,Alexis Campbell,Port Allisonside,Other,2,3102.88
U003899,Stacey Daniels,Shawnfurt,Male,2,3102.08
U008693,Brian Hartman,Buchananview,Other,4,3099.38
U009989,Amanda Silva,Trevorport,Other,2,3098.44
U000336,Linda Lang,Lake Tylerport,Male,4,3093.52
U008656,Jennifer Pineda,Moorestad,Male,4,3089.6
U001301,Andrew Vasquez,East Claire,Female,2,3088.2
U001438,Cheyenne Taylor,South Catherineport,Female,4,3087.36
U005423,Catherine Morales,East Jose,Other,2,3085.54
U001646,Erica Griffin,North Anna,Other,4,3084.02
U001750,Christine Calhoun,North Patricia,Female,2,3076.36
U008887,John Garcia,Stephanieview,Male,2,3074.5
U000368,Daniel Carr,Summersborough,Female,4,3072.16
U009810,Samuel Joseph,New Adambury,Female,2,3071.56
U009867,Marie Sims,Port Dawnland,Male,4,3067.04
U004903,Rodney Frank,Fisherfurt,Other,8,3058.24
U008978,Daniel Vasquez,Port Andrea,Other,4,3057.74
U001351,Austin Wilson,Lake Julietown,Other,2,3056.18
U009777,Nicholas Hammond,Davisbury,Other,6,3048.1
U009708,Logan Welch,Brandonhaven,Other,2,3047.68
U009828,Michaela Huber,Lisaberg,Female,2,3047.06
U005218,Jasmin Benitez,North Brenda,Female,2,3040.44
U003734,Teresa Fisher,Guerreroshire,Female,4,3035.02
U009545,Kimberly Ellis,Georgeport,Other,4,3034.36
U002412,Sarah Brooks,Rodriguezstad,Male,2,3031.4
U009071,Ann Lopez,Thomasmouth,Male,8,3027.06
U002207,Vanessa Mcdonald,Port Dawnhaven,Female,2,3022.22
U004457,Michael Preston,West Emmachester,Other,2,3022.22
U007515,Pamela Young,Davidland,Female,2,3021.32
U002847,Gerald Vaughn,East John,Other,4,3019.42
U001389,James Rogers,Jamesstad,Female,4,3017.54
U003547,Stephanie Bennett,West Rachel,Female,4,3016.22
U007270,Veronica Robertson,Jessicaton,Female,2,3014.7
U003146,Roger Pham,Riosfurt,Other,2,3008.62
U001229,John Peters,Port Robertberg,Male,2,3008.4
U009411,Stephanie Torres,Underwoodfort,Other,2,2999.32
U002240,Kristin Perry,Reyesview,Other,4,2996.72
U009718,Chelsea Ramirez,Lake Leslietown,Male,2,2991.18
